lat,long,r-score,property_id
40.76543,-73.98871,1,27959548
40.66547,-73.88944,3,18625919
40.7937055409295,-73.9450711576595,-1,16019409
40.77783,-73.91163,2,16041386
40.7860829956256,-73.9500521991936,1,6900546
40.8581497152023,-73.9321654311869,1,14087743
40.8230484782828,-73.9388938740267,4,11653350
40.6460429682457,-74.015398047981,2,21177480
40.74365,-73.95377,21,7870403
40.6561594802922,-73.9597566457652,1,5150489
40.84104,-73.93838,3,24265177
40.70923824265,-73.9675308550977,5,19931225
40.73641,-73.92738,3,22566828
40.606,-74.088,1,19930835
40.71495,-73.93997,4,5205171
40.69319,-73.96093,1,30292454
40.58889,-73.94797,1,30273223
40.72517,-73.98742,3,6939024
40.71614,-73.94456,1,22572314
40.7652967556858,-73.933283830885,22,1093570
40.7406411880547,-73.917950276289,4,11700750
40.7540592718751,-73.9300549052566,2,3434284
40.642159179949,-73.9554564746683,2,5226009
40.58745,-73.95709,1,19979892
40.6748258015727,-73.9994192716302,0,15034825
40.760174168829,-73.988899103439,5,14150184
40.75643,-73.9721,4,24352306
40.7918567392764,-73.9715466634577,2,6967011
40.70827,-73.92264,4,5241757
40.7449612190397,-73.9753540568466,2,21254329
40.67002,-73.98496,2,13209493
40.7681951606558,-73.990707104681,4,4348199
40.6802920083035,-73.9626077558908,4,4350688
40.6851,-73.94791,5,26121159
40.7945411325107,-73.9499669478819,1,11751470
40.69172,-73.9087,2,11755816
40.72664,-73.82795,9,2308802
40.76001,-73.91865,2,16163275
40.6866498608702,-73.9649444923269,1,5286711
40.75568,-73.88084,1,40030465
40.64858,-73.96378,1,5285867
40.80934,-73.95457,5,21853347
40.71816,-73.9499,1,38297651
40.746,-73.895,2,38153964
40.63341,-74.02587,1,38241551
40.7095,-73.78287,1,38882991
40.70417,-73.89183,1,38958596
40.65206,-73.97867,2,36878471
40.6665,-73.94498,1,39630152
40.71896,-73.98944,2,37367467
40.75874,-73.99605,2,30810475
40.57857,-74.09152,2,33398529
40.77186,-73.95762,1,33316261
40.69244,-73.31454,1,37502065
40.68342,-73.90775,-1,37593637
40.76671,-73.81935,2,33543641
40.75925,-73.92506,-1,33974777
40.68832,-73.97731,2,28901091
40.72722,-73.97698,1,31201605
40.67018,-73.98752,2,34179115
40.7702,-73.9261,7,31357323
40.76261,-73.96395,2,28980417
40.66743,-73.98963,2,31362232
40.84288,-72.56242,1,21809921
40.7665,-73.98943,1,33915843
40.69785,-73.93219,-1,33942642
40.68858,-73.94534,3,31052540
40.7601419432772,-73.9672675150634,5,2927618
40.7223824505095,-73.9792601390139,4,3903238
40.9633489246686,-73.8911204410406,1,3905558
40.8569215070734,-73.9311477190348,3,3942409
40.7046864833805,-74.010324089574,4,3933559
40.71396,-73.96352,3,8554567
40.846584280979,-73.8308769565213,5,3943594
40.80879,-73.94127,3,2958412
40.7408205130291,-74.0043667061868,3,3933017
40.68005,-73.93911,5,1652996
40.7130967551242,-73.9615437704458,1,1586927
40.711896853549,-73.996381822714,12,1654301
40.76359,-73.90586,12,1682958
40.7954248218356,-73.9739148294035,2,1656264
40.68931,-73.95548,5,1778294
40.72182,-73.99625,-1,1717058
40.8009749675355,-73.9643977466598,2,1713098
40.82519,-73.9453,4,1813829
40.77631,-73.97953,10,1793091
40.74676,-74.00234,20,1903249
40.7621799031837,-73.9917006403252,6,1903322
40.691,-73.973,1,7097
40.70561,-73.92515,10,1906804
40.74771,-73.9474,8,12937
40.78635,-73.97008,5,14287
40.7324939945052,-73.9571108534689,2,38667
40.6824,-73.94615,4,82928
40.82773,-73.95231,12,106363
40.74421,-73.9957,4,280393
40.8079983280267,-73.9464684766317,3,231545
40.72939,-73.98857,2,126443
40.691141721203,-73.9594794743738,1,278151
40.682,-73.93,1,282514
40.86658,-73.92558,7,329385
40.72147,-73.99208,5,470090
40.74016,-73.97665,2,327778
40.67962,-73.97655,3,364785
40.7574449488601,-73.9637441914309,5,369409
40.7220161015031,-73.9871692974716,6,470591
40.6290761563235,-74.0266208472617,11,620708
40.7205650559107,-73.9862766884161,2,471562
40.8196641418053,-73.9367464102145,3,486477
40.7680576303411,-73.9884279592361,2,545823
40.704,-73.949,20,660016
40.6764774525972,-73.9381171680035,9,662387
40.71625,-73.9843,1,723560
40.70234,-73.91849,5,692567
40.6599,-73.61488,4,703037
40.5788295003243,-73.9837540065455,2,4738229
40.7340573005429,-74.0088675160901,-1,776765
40.7622756297543,-73.9878791688061,1,783307
40.70275,-73.93445,2,7460924
40.66309,-73.58862,3,31558441
40.6896681326194,-73.9761932510435,5,738298
40.80461,-73.92276,3,781486
40.68407,-73.93944,4,826685
40.69171,-73.9575,5,18108981
40.8251466385035,-73.9428442276431,2,8608793
40.8636712806633,-73.9289280458591,5,10770676
40.8181,-73.94441,1,31500172
40.69642,-73.93361,-2,3479639
40.688,-73.97745,1,1114493
40.70913,-74.01545,3,26191165
40.714,-73.956,2,22733533
40.7882880823604,-73.9485006032948,5,5340020
40.8261080066863,-73.9444884849686,4,7010560
40.921754033361,-73.832437116282,3,13276651
40.76553,-73.98441,6,7968259
40.6534046162772,-73.9566710509188,2,3503627
40.71658,-73.98706,1,30686442
40.7427895261764,-73.9046159502448,8,14305085
40.77993,-73.94879,6,5381943
40.76439,-73.96569,3,18867401
40.68305,-73.95753,2,20173075
40.72138,-73.98084,2,30763404
40.67499,-73.95729,3,26358694
41.0344,-73.91955,2,13377031
40.7071215363464,-73.9677207818245,-1,14340554
40.73676,-73.92756,12,20194791
40.77587,-73.95302,1,24759233
40.76193,-73.94933,9,7093920
40.8191393620779,-73.9470307199479,4,3551598
40.68927,-73.93035,5,8055778
40.65135,-74.00487,1,28614344
40.69903,-73.93021,5,14373756
40.76268,-73.90538,10,8065056
40.69132,-73.93866,2,8063109
40.753230667011,-73.8939439458994,8,7173619
40.72007,-73.98946,4,2461439
40.7912440944344,-73.9727621570997,3,2479211
40.53871,-74.16966,7,17554298
40.82288,-73.95254,0,17556208
40.84698,-73.93629,2,24806141
40.65466,-73.9218,1,13408222
40.784854364756,-73.9493026055959,2,13416950
40.69666,-73.95844,11,9378184
40.72713,-73.99979,1,7194843
40.78228,-73.97748,3,9364184
40.74321,-73.89988,12,14446960
40.8085326930442,-73.9601188364654,1,26658085
40.7585566916275,-73.991176308398,0,3629627
40.82634,-73.95061,3,19017429
40.81353,-73.95878,4,13446124
40.84211,-73.93794,7,6227345
40.85543,-73.53144,1,16352674
40.82276,-73.92682,0,21485695
40.7440562940578,-73.9788183258888,3,9410846
40.7703244503536,-73.9561969093354,1,16382501
40.74298,-73.82306,1,26755790
40.76254,-73.98812,1,21504532
40.62401,-73.95775,2,3662795
40.68403,-73.93641,6,6245521
40.8215431162028,-73.9546715629462,1,4525011
40.72286,-73.99471,2,10516381
40.7228440035061,-73.9940864623769,1,10516712
40.85353,-73.93324,16,6249050
40.70288,-73.81955,2,19080983
40.84626,-73.90473,7,6256470
40.86827,-73.9222,1,26814847
40.7731583225656,-73.9576832309853,17,2623348
40.81911,-73.90939,0,12134113
40.7370272670651,-73.921543667242,1,17685398
40.6610264854164,-73.9545719793267,1,20420379
40.6946165426085,-73.9497553449799,3,12158713
40.7163327587474,-73.9631035118808,5,6272423
40.823,-73.946,26,2631224
40.7113439182987,-73.9605281104917,5,1313258
40.7462,-74.00222,4,19138221
40.744,-73.916,12,3710685
40.68205,-73.94239,17,3716193
40.7361286227696,-73.9790120797385,2,10644596
40.730561352472,-73.9831150399363,-3,9461525
40.8018181879706,-73.9506318320682,3,4576244
40.6868863825024,-73.8728243178521,6,4575303
40.8140590907137,-73.9407721138432,2,15419349
40.7518967570123,-73.9977142655218,5,4604522
40.667715670019,-73.98044523931,2,19178193
40.76297,-73.98888,5,15449434
40.7201,-73.96042,1,19248947
40.82361,-73.93886,6,19315654
40.7324,-73.95091,0,20604989
40.66171,-73.89891,3,4645319
40.6949533259796,-73.984297078304,2,7459928
40.7965,-73.96179,6,8367486
40.75864,-73.99056,8,7482970
40.8362006899252,-73.9423671724763,9,2748478
40.8757159957692,-73.9128115660174,2,6420579
40.93792,-73.83905,14,1460603
40.861598482448,-73.9288414794252,2,6429418
40.8506143875873,-73.8618554467037,7,2819247
40.8491777336421,-73.9356399093816,5,8485554
40.7470768338034,-73.9951004863112,2,6458689
40.6860614549383,-73.9542550890422,4,3842844
40.8004476437195,-73.9543816130813,12,1510283
40.7364567859818,-74.0071031346585,3,18044471
40.6620177436534,-73.9631156642667,3,6494374
40.82123,-73.95424,6,105790
40.73506,-73.95392,4,14314
40.63118,-73.89679,5,7615496
40.7220658606459,-73.9788404694265,-3,7918355
40.82752,-73.95211,7,8054285
40.7159898371823,-73.9444429307657,2,8284223
40.67894,-74.0128,6,7678743
40.72126,-73.98482,2,8016747
40.7653643608318,-73.8804955328765,1,12586045
40.6819212553696,-73.9521278173129,0,4896619
40.8022890819371,-73.9572331211721,3,4752870
40.72591,-73.95645,5,20794628
40.7048219003776,-73.9662002506272,2,930809
40.7386676646172,-73.9812487108336,1,12794245
40.70995,-73.96609,2,6798068
40.76285,-73.99159,1,8885835
40.74339,-73.99642,6,13406622
40.71191,-73.95568,0,30495338
40.83051,-73.82511,9,18914730
40.68202,-73.92979,2,14412107
40.8190681115233,-73.9470793017752,3,4477140
40.79031,-73.94647,1,21609549
40.68797,-73.94696,9,4644632
40.6902598927349,-73.9350907953108,5,8311762
40.8217,-73.93751,1,17848627
40.7495609645935,-73.9106588001522,1,21726432
40.7705808367466,-73.950761451325,6,12596
40.71291,-73.85097,1,26780831
40.72898,-73.98067,3,7638848
40.67179,-73.97248,1,1645196
40.72373,-73.99118,3,1932110
40.7795443531578,-73.9823363851097,4,540622
40.916,-73.83,0,21900785
40.6454,-74.00782,7,9614785
40.650704941781,-73.9535799280348,2,19744807
40.7024440508722,-73.9451694613243,-1,6494573
40.85866,-73.93611,2,32017581
40.8019288968455,-73.9683863664808,2,17541294
40.7404228946838,-74.002603026856,2,6182796
40.682763990021,-73.8888672584226,1,8340668
40.820960929542,-73.9451269579032,2,8710202
40.729419598574,-73.9781124147518,2,14968074
40.6936821898384,-73.9049969913587,1,14485516
40.7513,-73.97015,1,38181980
40.67424,-73.96665,1,223930
40.69734,-73.92964,-1,36916496
40.74783,-73.99978,1,35578345
40.7144,-73.98812,1,39199781
40.67013,-73.94397,3,17267017
40.74779,-73.9966,2,13926604
40.77021,-73.90947,3,15126483
40.71427,-73.94671,2,850338
40.8362,-73.42233,0,31430847
40.75233,-73.9394,3,26256019
40.71588,-73.95543,2,38461247
40.67799,-73.91808,1,38357743
40.61201,-73.98834,1,38378001
40.82041,-73.95175,1,23648087
40.669679002281,-73.9234442392695,-1,4868257
40.7247536036237,-73.9906638125383,2,1018195
40.7719785732315,-73.9624687489396,1,18628459
40.59703,-74.08676,1,16097336
40.69467,-73.9501,1,5195654
40.7649486353951,-73.9930069375003,1,5232456
40.680818840982,-73.9294726371946,1,10140088
40.6835810422068,-73.9357345866327,3,11736796
40.76273,-73.99192,2,34255351
40.7078,-73.94827,1,938022
40.71659,-73.98949,3,11521447
40.7331045321776,-74.0050392159444,1,6822910
40.7750748768146,-73.9171839756445,1,13991331
40.7618730426136,-73.9907851922864,1,16017496
40.7202078596629,-73.9571167529687,3,9132449
40.8773909825552,-73.8629185725014,1,7903060
40.7298338489645,-73.9815393992867,1,7934557
40.69334,-73.86666,1,36553297
40.6062,-73.98995,1,33592068
40.74204,-73.97652,-1,33683407
40.81289,-73.9456,4,16000365
40.723,-73.997,4,164989
40.7629716723012,-73.9491181136531,3,267093
40.7764719972706,-73.9490913248215,3,307344
40.66482,-73.99609,0,12427898
40.7082305559715,-74.0129717794876,0,16204549
40.668473113268,-73.9889454102179,1,17481937
40.59691,-74.087,2,26430901
40.8170291976982,-73.9468077744478,1,20917199
40.96235,-73.72269,1,15802245
40.72322,-73.98689,2,29549783
40.66819,-73.92394,1,21045451
40.6851963594439,-73.9841216543465,4,1692360
40.74192,-73.99501,3,7322
40.79827,-73.96881,8,2626457
40.6974056834418,-73.927033491204,0,4559760
40.7044785983411,-74.0063308543984,2,10073973
40.7426266084574,-73.9022531198905,2,2215677
40.72919,-73.94512,3,10165181
40.6629199228285,-73.9843808693167,1,13309432
40.6704126097372,-73.9381083714358,1,11873336
40.77259,-73.95647,3,6742680
40.76613,-73.98721,1,2134697
40.73426,-73.95303,2,23897144
40.69434,-73.95689,1,39946225
40.72876,-73.98359,-1,40948910
40.763741990685,-73.9888517687422,2,1903136
40.65291,-73.95285,3,24472562
40.7880271731243,-73.9544300662296,1,1673346
40.75734,-73.91365,2,32020990
40.69918,-73.94513,4,14696542
40.67705,-74.01436,4,16229583
40.7094280224433,-74.0087662511381,1,19615294
40.8569449604243,-73.9348583097411,0,7472513
40.83067,-73.88024,1,21789289
40.74977,-73.93979,0,9047816
40.7714044800339,-73.9260664475692,9,18344824
40.672694678962,-73.9544401682909,3,15788373
40.7779544668128,-73.9497390420161,1,6703326
40.73932,-73.97764,1,27426767
40.68179,-73.95252,2,14741623
40.71598,-73.94344,1,19839741
40.71032,-73.9517,1,8472069
40.7048,-73.94294,2,9150194
40.7632984246569,-73.9885279256372,4,16268490
40.7125466656844,-73.8367041580482,2,1578976
40.59852,-73.95481,1,8664965
40.70093,-73.92609,2,21293
40.63207,-74.11406,-1,35901040
40.65282,-73.97394,3,4137789
40.68271,-73.94038,1,9155206
40.728391640509,-73.985657635064,2,22742299
40.66508,-73.95097,3,21295951
40.67994,-73.94318,0,3238517
41.5049033865379,-73.9751125039521,3,4161457
40.7847056412818,-73.9421144074791,1,9875002
40.6881,-73.98699,4,4909080
40.63995,-73.96196,4,4162519
40.76248,-73.86986,-1,28030557
40.76866,-73.95553,2,3258197
40.6880819043049,-73.9928063359632,1,14071323
40.5930175560624,-73.7990220223544,1,18643637
40.7348897840123,-74.0030161696952,-1,19892526
40.73862,-73.79184,2,18999839
40.7359128888381,-74.0075458966921,1,10163274
40.68365,-73.90517,0,28986535
40.69804,-73.94546,-1,33898799
40.6891303114641,-73.9125551845774,-1,10847129
40.6874,-73.9383,6,7037791
40.79778,-73.93921,0,26280689
40.7019870693226,-73.9279638948761,1,13343870
40.69566,-73.90687,1,25350452
40.82622,-73.94937,1,22186774
40.8146702451179,-73.9510453369002,1,23733407
40.71723,-73.99164,1,5040653
40.8071582420773,-73.943765275151,1,15985315
40.7088408181821,-73.9627068990886,1,5069372
40.6936704907394,-73.9198227921075,1,5927781
40.72433,-73.9789,4,25870547
40.64346,-73.99814,1,7749069
40.7016198098189,-73.9311700644353,1,688663
40.7631195565209,-73.823874303601,2,14246641
40.7283892995759,-74.0008986080225,6,3498038
40.7935583328685,-73.9406019658147,1,3542774
40.69758,-73.93417,0,8052046
40.66032,-73.91341,1,18836337
40.858,-73.843,7,23038520
40.69735,-73.9327,-1,16943101
40.72296,-73.98322,0,12020835
40.71301,-73.95374,2,5058683
40.8073168173834,-73.9296262137145,1,13094299
40.76082,-73.98946,2,19909929
40.72249,-73.99385,2,38663662
40.70253,-73.82473,1,38801560
40.7552,-73.99789,1,38904907
40.71527,-73.98582,1,39604633
40.6884364145507,-73.7666240760702,3,6518836
40.71055,-73.94915,2,715102
40.71283,-73.94562,2,5373674
40.71944,-73.98803,-1,23676481
40.61735,-74.03912,2,2120808
40.76358,-73.96464,1,4644669
40.7711613965399,-73.9591176346567,1,14953964
41.039,-72.163,1,4277239
40.72137,-73.99407,-1,10120476
40.74295,-73.99711,1,37683149
40.74171,-73.92648,1,37831506
40.7796,-73.94806,1,8555411
40.72752,-73.98432,3,56467
40.6852559291492,-73.9322458447658,5,231164
40.67883,-73.94448,1,28227283
40.64634,-74.01419,1,28751375
40.81953,-73.94717,2,21461901
40.74301,-73.92285,1,16377199
40.68549,-73.93532,4,6245792
40.72911,-73.98151,6,9470554
40.69458805761,-73.9617913002793,1,6880184
40.73635,-74.00223,-1,36109290
40.70267,-73.92751,1,31119351
40.72467,-73.98878,1,31176662
40.7054268405944,-73.9427445148889,2,27394284
40.73926,-73.99858,2,22328240
40.7190865280193,-73.9819650270031,1,15286148
40.6798971418467,-73.9057624310505,-1,15286307
40.7727759226504,-73.9557064010431,4,2577973
40.62052,-73.91145,5,21540314
40.70205,-73.92395,1,23652314
40.81192,-73.90949,3,9846114
40.80942,-73.93701,0,23946797
40.98875,-73.6682,1,26081697
40.763691173763,-73.9947862647462,1,19788956
40.83243,-73.88608,1,20395608
40.67228,-73.93352,1,2637014
40.7768929791445,-73.9466064108206,3,2671736
40.705231168188,-73.9363677185534,-2,3105086
40.7093581760888,-73.9580965258693,-1,13674229
40.7248540869608,-73.9903610555566,1,13664691
40.67855,-74.00075,2,15603347
40.68852,-73.92393,1,4050765
40.72706,-73.98565,2,21409598
40.7081842644592,-73.9004206925632,3,4550353
40.6963852511848,-73.9339107202045,1,4162957
40.63956,-73.93235,1,17046562
40.7082101917097,-73.9213588165535,1,7791156
40.8089907280881,-73.9587926478722,1,13642921
40.7731976147211,-73.9524974324231,1,3363926
40.7479239092909,-73.9477474502277,2,17462144
40.75925,-73.99375,1,25324289
40.6451957368186,-74.0924342253258,-1,8842080
40.69249,-73.94908,1,21950546
40.7901529661616,-73.9397865848253,1,8734736
40.84941,-73.93432,2,16766855
40.761005603841,-73.9840168720122,4,9740116
40.6883141663823,-73.9128226974823,2,16243041
40.7335811496286,-74.0070130695934,1,255672
40.67734,-73.96076,2,10958668
40.68653,-73.96412,5,4455301
40.65743,-73.96155,2,1032611
40.80549,-73.95595,0,13671558
40.8129668789634,-73.9442112052289,1,10952825
40.7957351932132,-73.9657851167225,1,13449233
40.6875884825788,-73.9758828754923,1,9252303
40.7631,-73.92936,6,7286324
40.7313927715823,-73.9825109544278,-1,13302369
40.7538560431627,-73.9299795594078,0,4735847
40.71058,-73.95294,2,16396241
40.7271632899331,-73.7129358833145,1,12074125
40.7363721019809,-74.0091524528256,2,17649499
40.7,-73.89,1,22637100
40.71554,-73.94115,1,11261146
40.7294607901164,-73.9870041619152,1,19454613
40.636,-74.081,2,23247442
40.80935,-73.95786,3,17684098
40.7429678902211,-73.9803202088179,3,17696436
40.68174,-74.00483,1,36277545
40.67702,-73.97034,1,8860277
40.6632,-73.91589,-1,39990827
40.7415478659402,-74.0028260640384,1,17447635
40.70677,-73.96745,10,15423388
40.69178,-73.95917,2,11872337
40.70642,-74.01045,1,32237634
40.69904,-73.91282,0,5965946
40.7813331597428,-73.9120464327721,2,5409725
40.730788690429,-73.9897318606759,4,3084630
40.7796530463275,-73.9774083004572,3,12647407
40.8129512583972,-73.9394378106876,1,23963363
40.6217089596384,-74.0367907588,4,12622358
40.81027,-73.9408,-2,12624890
40.7302065267711,-73.8491093452231,1,8905011
40.8181,-73.94632,3,12653674
40.7273858735109,-73.9829310850614,3,4783756
40.708,-73.83,1,9757875
40.80738,-73.95049,1,31961526
40.7775489703734,-73.976779137134,1,18265146
40.703411580267,-73.9192666440222,5,2007504
40.75638,-73.99389,1,13697587
40.69023,-73.94628,2,1808497
40.69359,-73.90796,1,35013785
40.76392,-73.98805,1,35030589
40.7652308316683,-73.9764155992544,1,16560007
40.685583279195,-73.9575731710844,-1,20070429
40.709229055948,-73.9527490665562,1,18809701
40.79614,-73.93787,0,6209147
40.77655,-73.91304,1,18975097
40.72707,-73.98362,1,8238615
40.7445482901655,-73.9781670150653,4,16676803
40.7781473638343,-73.9512898202567,1,19142856
40.7011778129799,-73.929869585117,1,65933
40.7183007271808,-73.9423752989887,1,9812787
40.56033,-74.11953,1,34312163
40.7027496058565,-73.9266836480557,1,3979504
40.7948962247206,-73.9720302279987,2,9629551
40.6409959976182,-74.0163548897485,5,13356508
40.80208,-73.9631,7,6194377
40.88346,-73.16814,1,15370597
40.691,-73.948,4,21798501
40.67432,-73.94255,2,35422824
41.46362,-74.0286,1,118941
40.63009,-73.96671,10,9685865
40.68736,-73.97639,1,34639878
40.64902,-74.00897,3,864981
40.7165984332951,-73.9484283079221,1,5706259
40.6930352105034,-73.9410707878626,1,19884360
40.7159,-73.99059,5,2339096
40.71759,-73.96641,-1,20134321
40.69699,-73.9725,1,24475665
40.7180105030328,-73.9837948573989,3,17525225
40.74503,-73.87671,1,11988251
40.65826,-73.95036,2,14549226
40.6734013627653,-73.9652429306419,1,9853382
40.6898,-73.95333,1,35767995
40.76355,-73.91744,1,20359268
40.77216,-73.78881,1,15634670
40.83543,-73.94456,1,12353119
40.63358,-74.0833,3,644575
40.6442583003527,-73.9822944215907,2,2051352
40.68871,-73.92732,4,28285760
40.7156073286386,-73.9548652306412,1,6060375
40.737,-73.984,2,3905849
40.68865,-73.93684,3,16275030
40.71322,-73.9648,1,15360248
40.8843740832484,-73.8969196484943,1,27782707
40.74632,-73.99636,2,23998844
40.7319112298065,-74.0054199880804,1,5814530
40.75483,-72.95581,1,22324083
40.73994,-73.99005,1,11478813
40.720244400391,-73.9791440436984,1,15938757
40.6846997604271,-73.9598160052903,1,8534732
40.7613649534763,-73.9937147435971,-1,20051199
41.72686,-73.91498,1,7535318
40.7615663956444,-73.9996865000976,-1,13551312
40.72251,-73.95103,3,24750019
40.78098,-73.9467,3,21395840
40.7689522386578,-73.927773671323,1,21406978
40.705487550786,-73.9369741037088,1,7155726
40.8527150399272,-73.8330066625252,1,16335779
40.7001,-73.94326,3,12973927
40.67397,-73.98237,3,8628425
40.82978,-73.94022,3,34652342
40.72446,-73.85636,3,18719129
40.82327,-73.92582,0,19099720
40.7396005050975,-73.9211403323874,4,13478693
40.6932157279547,-73.9459413183398,4,441860
